Year,Month,State/UT,Tourism Category,Tourist Count,Revenue (INR),Popular Destinations,Purpose of Visit
2015,July,Arunachal Pradesh,Total,23068,15682998.99,Top places in Arunachal Pradesh,Business
2015,July,Assam,Domestic,83576,73458531.4,Top places in Assam,Pilgrimage
2015,July,Bihar,International,85576,87791452.48,Top places in Bihar,Business
2015,July,Chhattisgarh,International,38984,23597163.2,Top places in Chhattisgarh,Business
2015,July,Goa,Total,9073,7159723.42,Top places in Goa,Pilgrimage
2015,July,Gujarat,Total,44617,42665556.29,Top places in Gujarat,Leisure
2015,July,Haryana,Domestic,36462,30347409.06,Top places in Haryana,Leisure
2015,July,Himachal Pradesh,Total,68570,53865080.57,Top places in Himachal Pradesh,Leisure
2015,July,Jharkhand,International,13219,18457423.32,Top places in Jharkhand,Education
2015,July,Karnataka,Total,8696,6340571.13,Top places in Karnataka,Medical
2015,July,Kerala,International,51955,38013662.09,Top places in Kerala,Education
2015,July,Madhya Pradesh,Total,84506,57947799.36,Top places in Madhya Pradesh,Pilgrimage
2015,July,Maharashtra,Domestic,73531,76962338.56,Top places in Maharashtra,Pilgrimage
2015,July,Manipur,International,98255,80573495.01,Top places in Manipur,Medical
2015,July,Meghalaya,International,55263,60544101.59,Top places in Meghalaya,Business
2015,July,Mizoram,Total,82394,73112989.45,Top places in Mizoram,Pilgrimage
2015,July,Nagaland,Domestic,51143,26284389.81,Top places in Nagaland,Medical
2015,July,Odisha,International,97873,73151731.99,Top places in Odisha,Education
2015,July,Punjab,International,33630,43869471.49,Top places in Punjab,Business
2015,July,Rajasthan,International,81319,101866066.7,Top places in Rajasthan,Leisure
2015,July,Sikkim,Total,49647,59679496.67,Top places in Sikkim,Leisure
2015,July,Tamil Nadu,International,35951,23238893.67,Top places in Tamil Nadu,Medical
2015,July,Telangana,Total,53031,75897773.33,Top places in Telangana,Leisure
2015,July,Tripura,Domestic,28057,18644975.51,Top places in Tripura,Education
2015,July,Uttar Pradesh,International,60845,33162046.41,Top places in Uttar Pradesh,Medical
2015,July,Uttarakhand,Domestic,71281,98543283.64,Top places in Uttarakhand,Pilgrimage
2015,July,West Bengal,Total,25657,16675727.24,Top places in West Bengal,Pilgrimage
2015,July,Delhi,International,32929,39774675.79,Top places in Delhi,Business
2015,July,Puducherry,Total,63286,36921785.21,Top places in Puducherry,Education
2015,July,Jammu & Kashmir,Domestic,89386,113894078.4,Top places in Jammu & Kashmir,Business
2015,July,Ladakh,Domestic,83266,90118707.27,Top places in Ladakh,Medical
2015,July,Andaman & Nicobar,Domestic,28318,37518275.23,Top places in Andaman & Nicobar,Business
2015,July,Chandigarh,Total,78952,85924486.19,Top places in Chandigarh,Education
2015,July,Dadra & Nagar Haveli and Daman & Diu,Total,55673,38925436.51,Top places in Dadra & Nagar Haveli and Daman & Diu,Leisure
2015,July,Lakshadweep,Total,19820,11495619.19,Top places in Lakshadweep,Business
2015,August,Andhra Pradesh,Total,32637,38433621.17,Top places in Andhra Pradesh,Pilgrimage
2015,August,Arunachal Pradesh,Total,56997,29793292.84,Top places in Arunachal Pradesh,Leisure
2015,August,Assam,Domestic,31812,27355515.49,Top places in Assam,Medical
2015,August,Bihar,Total,98216,121829043,Top places in Bihar,Education
2015,August,Chhattisgarh,Domestic,6324,4321462.58,Top places in Chhattisgarh,Pilgrimage
2015,August,Goa,Domestic,88642,56145294.16,Top places in Goa,Leisure
2015,August,Gujarat,International,37313,18851417.76,Top places in Gujarat,Pilgrimage
2015,August,Haryana,Domestic,37906,46972577.21,Top places in Haryana,Leisure
2015,August,Himachal Pradesh,International,40297,58263745.31,Top places in Himachal Pradesh,Medical
2015,August,Jharkhand,International,65240,90811363.13,Top places in Jharkhand,Leisure
2015,August,Karnataka,Domestic,52973,41179548.31,Top places in Karnataka,Business
2015,August,Kerala,International,76646,42739681.13,Top places in Kerala,Leisure
2015,August,Madhya Pradesh,Total,77891,78773026.22,Top places in Madhya Pradesh,Business
2015,August,Maharashtra,Domestic,59464,76900782.02,Top places in Maharashtra,Business
2015,August,Manipur,Total,37586,20120748.48,Top places in Manipur,Education
2015,August,Meghalaya,Domestic,85153,103916727.3,Top places in Meghalaya,Pilgrimage
2015,August,Mizoram,International,38173,24545559.86,Top places in Mizoram,Leisure
2015,August,Nagaland,International,35589,47938030.64,Top places in Nagaland,Business
2015,August,Odisha,International,85637,106154902.5,Top places in Odisha,Medical
2015,August,Punjab,Domestic,37822,49423776.43,Top places in Punjab,Business
2015,August,Rajasthan,Total,6617,3332789.31,Top places in Rajasthan,Business
2015,August,Sikkim,Domestic,92942,52776496.44,Top places in Sikkim,Leisure
2015,August,Tamil Nadu,Domestic,15940,10816288.27,Top places in Tamil Nadu,Business
2015,August,Telangana,Domestic,97791,81004869.3,Top places in Telangana,Medical
2015,August,Tripura,Domestic,65541,40057913.04,Top places in Tripura,Leisure
2015,August,Uttar Pradesh,Domestic,89080,89799157.58,Top places in Uttar Pradesh,Pilgrimage
2015,August,Uttarakhand,Domestic,58642,60906883.3,Top places in Uttarakhand,Business
2015,August,West Bengal,International,27676,35677478.26,Top places in West Bengal,Medical
2015,August,Delhi,Domestic,13799,9351282.8,Top places in Delhi,Medical
2015,August,Puducherry,Total,17685,14307227.63,Top places in Puducherry,Education
2015,August,Jammu & Kashmir,International,32783,16645605.55,Top places in Jammu & Kashmir,Pilgrimage
2015,August,Ladakh,Domestic,11557,9116094.1,Top places in Ladakh,Education
2015,August,Andaman & Nicobar,Domestic,46093,54166727.27,Top places in Andaman & Nicobar,Medical
2015,August,Chandigarh,Domestic,32726,43645554.28,Top places in Chandigarh,Education
2015,August,Dadra & Nagar Haveli and Daman & Diu,Domestic,40354,32063729.23,Top places in Dadra & Nagar Haveli and Daman & Diu,Pilgrimage
2015,August,Lakshadweep,Domestic,64474,71738501.07,Top places in Lakshadweep,Business
2015,September,Andhra Pradesh,Domestic,52273,54514165.52,Top places in Andhra Pradesh,Leisure
2015,September,Arunachal Pradesh,International,71284,83072422.86,Top places in Arunachal Pradesh,Business
2015,September,Assam,Total,7796,11442869.65,Top places in Assam,Leisure
2015,September,Bihar,Total,77623,53339687.04,Top places in Bihar,Medical
2015,September,Chhattisgarh,Domestic,43696,31768834.27,Top places in Chhattisgarh,Medical
2015,September,Goa,Domestic,10107,10417585.46,Top places in Goa,Medical
2015,September,Gujarat,International,92867,99886025.42,Top places in Gujarat,Medical
2015,September,Haryana,Total,27904,25529462.25,Top places in Haryana,Pilgrimage
2015,September,Himachal Pradesh,Domestic,90800,51319403.43,Top places in Himachal Pradesh,Medical
2015,September,Jharkhand,International,8643,5557634.02,Top places in Jharkhand,Leisure
2015,September,Karnataka,Total,58439,42432323.84,Top places in Karnataka,Medical
2015,September,Kerala,International,41620,60894067.69,Top places in Kerala,Leisure
2015,September,Madhya Pradesh,International,65621,49405428.38,Top places in Madhya Pradesh,Business
2015,September,Maharashtra,Domestic,68863,44643148.95,Top places in Maharashtra,Pilgrimage
2015,September,Manipur,International,52806,76065394.89,Top places in Manipur,Leisure
2015,September,Meghalaya,International,76092,76822780.62,Top places in Meghalaya,Education
2015,September,Mizoram,International,66079,61817421.07,Top places in Mizoram,Business
2015,September,Nagaland,Total,89691,63442122.54,Top places in Nagaland,Leisure
2015,September,Odisha,Domestic,28565,21922513.19,Top places in Odisha,Pilgrimage
2015,September,Punjab,Total,54949,56058553.53,Top places in Punjab,Leisure
2015,September,Rajasthan,International,95492,74929152.86,Top places in Rajasthan,Leisure
2015,September,Sikkim,Domestic,26669,20788528.86,Top places in Sikkim,Leisure
2015,September,Tamil Nadu,Total,72994,78994590.46,Top places in Tamil Nadu,Education
2015,September,Telangana,Domestic,55915,60390764.35,Top places in Telangana,Education
2015,September,Tripura,Total,29087,21940318.17,Top places in Tripura,Education
2015,September,Uttar Pradesh,Total,94454,69369879.61,Top places in Uttar Pradesh,Medical
2015,September,Uttarakhand,International,89867,103713739.1,Top places in Uttarakhand,Pilgrimage
2015,September,West Bengal,Domestic,15543,11011612.79,Top places in West Bengal,Leisure
2015,September,Delhi,International,52907,63942895.89,Top places in Delhi,Business
2015,September,Puducherry,International,24852,19772715.39,Top places in Puducherry,Education
2015,September,Jammu & Kashmir,Domestic,51191,54470771.93,Top places in Jammu & Kashmir,Medical
2015,September,Ladakh,Total,23509,16348423.64,Top places in Ladakh,Pilgrimage
2015,September,Andaman & Nicobar,International,29116,34258837.01,Top places in Andaman & Nicobar,Education
2015,September,Chandigarh,Domestic,90506,48974960.5,Top places in Chandigarh,Education
2015,September,Dadra & Nagar Haveli and Daman & Diu,Domestic,18398,25587900.13,Top places in Dadra & Nagar Haveli and Daman & Diu,Medical
2015,September,Lakshadweep,Total,98138,53115271.23,Top places in Lakshadweep,Medical
2015,October,Andhra Pradesh,Total,76510,64244816.56,Top places in Andhra Pradesh,Education
2015,October,Arunachal Pradesh,International,47015,26945868.18,Top places in Arunachal Pradesh,Education
2015,October,Assam,International,32514,20003811.54,Top places in Assam,Medical
2015,October,Bihar,Total,82229,103388181.6,Top places in Bihar,Education
2015,October,Chhattisgarh,Domestic,37164,27102266.12,Top places in Chhattisgarh,Medical
2015,October,Goa,International,99540,138591673.9,Top places in Goa,Medical
2015,October,Gujarat,International,70808,65085391.9,Top places in Gujarat,Medical
2015,October,Haryana,Domestic,67434,65347776.08,Top places in Haryana,Medical
2015,October,Himachal Pradesh,International,48982,32493559.2,Top places in Himachal Pradesh,Pilgrimage
2015,October,Jharkhand,Domestic,95613,115782419.9,Top places in Jharkhand,Education
2015,October,Karnataka,International,57229,65885510.31,Top places in Karnataka,Medical
2015,October,Kerala,International,32599,37271522.73,Top places in Kerala,Pilgrimage
2015,October,Madhya Pradesh,Total,87087,129240374.6,Top places in Madhya Pradesh,Business
2015,October,Maharashtra,Total,9809,5285299.29,Top places in Maharashtra,Leisure
2015,October,Manipur,International,34083,18598062.55,Top places in Manipur,Medical
2015,October,Meghalaya,International,75576,85417493.77,Top places in Meghalaya,Pilgrimage
2015,October,Mizoram,International,58892,78067914.71,Top places in Mizoram,Education
2015,October,Nagaland,International,89542,89087714.39,Top places in Nagaland,Medical
2015,October,Odisha,International,29107,41824830.4,Top places in Odisha,Leisure
2015,October,Punjab,Total,15259,9515360.65,Top places in Punjab,Business
2015,October,Rajasthan,Total,24478,19158925.67,Top places in Rajasthan,Leisure
2015,October,Sikkim,Total,15230,11427278.31,Top places in Sikkim,Pilgrimage
2015,October,Tamil Nadu,Domestic,94883,85342255.87,Top places in Tamil Nadu,Business
2015,October,Telangana,International,64370,68450142.35,Top places in Telangana,Education
2015,October,Tripura,Domestic,90317,124130393.3,Top places in Tripura,Business
2015,October,Uttar Pradesh,Total,79012,80447323.71,Top places in Uttar Pradesh,Leisure
2015,October,Uttarakhand,International,36576,26355144.03,Top places in Uttarakhand,Business
2015,October,West Bengal,Domestic,65990,52918933.94,Top places in West Bengal,Pilgrimage
2015,October,Delhi,International,30502,22720153.34,Top places in Delhi,Medical
2015,October,Puducherry,Total,49327,62941759.28,Top places in Puducherry,Leisure
2015,October,Jammu & Kashmir,International,53429,28361195.27,Top places in Jammu & Kashmir,Pilgrimage
2015,October,Ladakh,Domestic,99615,62570094.24,Top places in Ladakh,Business
2015,October,Andaman & Nicobar,Domestic,83250,82289457.64,Top places in Andaman & Nicobar,Leisure
2015,October,Chandigarh,Domestic,26270,17226914.26,Top places in Chandigarh,Leisure
2015,October,Dadra & Nagar Haveli and Daman & Diu,International,67864,62716670.54,Top places in Dadra & Nagar Haveli and Daman & Diu,Pilgrimage
2015,October,Lakshadweep,Total,75484,54357640.24,Top places in Lakshadweep,Business
2015,November,Andhra Pradesh,Domestic,88995,90933110.56,Top places in Andhra Pradesh,Medical
2015,November,Arunachal Pradesh,International,80705,102159336.7,Top places in Arunachal Pradesh,Education
2015,November,Assam,Domestic,48558,35111598.14,Top places in Assam,Pilgrimage
2015,November,Bihar,Total,70044,69485947.85,Top places in Bihar,Leisure
2015,November,Chhattisgarh,Domestic,79861,96926272.44,Top places in Chhattisgarh,Medical
2015,November,Goa,Domestic,63493,43561007.38,Top places in Goa,Business
2015,November,Gujarat,Domestic,19843,10767884.86,Top places in Gujarat,Leisure
2015,November,Haryana,International,61146,84104292.03,Top places in Haryana,Leisure
2015,November,Himachal Pradesh,Domestic,80816,81262332.1,Top places in Himachal Pradesh,Leisure
2015,November,Jharkhand,Domestic,37085,39843960.75,Top places in Jharkhand,Business
2015,November,Karnataka,Total,28868,25173995.35,Top places in Karnataka,Business
2015,November,Kerala,International,87769,125097084.6,Top places in Kerala,Medical
2015,November,Madhya Pradesh,International,29752,23046952.53,Top places in Madhya Pradesh,Business
2015,November,Maharashtra,Domestic,64780,87401599.72,Top places in Maharashtra,Business
2015,November,Manipur,International,79945,97054517.01,Top places in Manipur,Leisure
2015,November,Meghalaya,International,63080,46146302.74,Top places in Meghalaya,Education
2015,November,Mizoram,International,75298,47765600.22,Top places in Mizoram,Leisure
2015,November,Nagaland,Total,87072,110302528.6,Top places in Nagaland,Pilgrimage
2015,November,Odisha,Domestic,52286,40458102.61,Top places in Odisha,Pilgrimage
2015,November,Punjab,Domestic,10930,15017525.47,Top places in Punjab,Business
2015,November,Rajasthan,Total,17188,11121927.84,Top places in Rajasthan,Leisure
2015,November,Sikkim,International,61555,60761856.57,Top places in Sikkim,Education
2015,November,Tamil Nadu,Total,90957,55530731.83,Top places in Tamil Nadu,Business
2015,November,Telangana,Total,74641,110358338.4,Top places in Telangana,Leisure
2015,November,Tripura,International,86476,54454405.99,Top places in Tripura,Pilgrimage
2015,November,Uttar Pradesh,Domestic,16624,16447951.33,Top places in Uttar Pradesh,Medical
2015,November,Uttarakhand,Total,66024,48352318.36,Top places in Uttarakhand,Medical
2015,November,West Bengal,International,77271,39247454.33,Top places in West Bengal,Pilgrimage
2015,November,Delhi,Total,69553,52143965.46,Top places in Delhi,Medical
2015,November,Puducherry,International,91562,96690561.74,Top places in Puducherry,Leisure
2015,November,Jammu & Kashmir,Total,66246,46845761.58,Top places in Jammu & Kashmir,Medical
2015,November,Ladakh,Domestic,71096,67717446.83,Top places in Ladakh,Business
2015,November,Andaman & Nicobar,Total,93769,122916564.3,Top places in Andaman & Nicobar,Pilgrimage
2015,November,Chandigarh,Domestic,92307,58757341.03,Top places in Chandigarh,Pilgrimage
2015,November,Dadra & Nagar Haveli and Daman & Diu,Domestic,82850,82275769.86,Top places in Dadra & Nagar Haveli and Daman & Diu,Medical
2015,November,Lakshadweep,Total,54441,79611768.08,Top places in Lakshadweep,Pilgrimage
2015,December,Andhra Pradesh,Total,7218,7999905.16,Top places in Andhra Pradesh,Business
2015,December,Arunachal Pradesh,International,61495,55483975.37,Top places in Arunachal Pradesh,Leisure
2015,December,Assam,Total,31803,29702327.1,Top places in Assam,Pilgrimage
2015,December,Bihar,International,73016,107949075.1,Top places in Bihar,Business
2015,December,Chhattisgarh,Total,94530,110298091.6,Top places in Chhattisgarh,Leisure
2015,December,Goa,International,70931,53423827.31,Top places in Goa,Education
2015,December,Gujarat,International,29391,32534621.48,Top places in Gujarat,Leisure
2015,December,Haryana,Domestic,52036,66819792.92,Top places in Haryana,Business
2015,December,Himachal Pradesh,International,64851,66233332.35,Top places in Himachal Pradesh,Leisure
2015,December,Jharkhand,International,94193,63389728.53,Top places in Jharkhand,Medical
2015,December,Karnataka,International,28671,34529416.72,Top places in Karnataka,Education
2015,December,Kerala,Total,46629,48303513.82,Top places in Kerala,Pilgrimage
2015,December,Madhya Pradesh,Total,73101,54111074.97,Top places in Madhya Pradesh,Education
2015,December,Maharashtra,Domestic,90539,100155322.7,Top places in Maharashtra,Leisure
2015,December,Manipur,Total,46313,42269006.94,Top places in Manipur,Business
2015,December,Meghalaya,Domestic,18165,10794478.84,Top places in Meghalaya,Business
2015,December,Mizoram,International,31749,23398615.84,Top places in Mizoram,Leisure
2015,December,Nagaland,Total,24581,14593693.56,Top places in Nagaland,Business
2015,December,Odisha,International,68990,94261917.61,Top places in Odisha,Medical
2015,December,Punjab,Domestic,99431,89053282.02,Top places in Punjab,Business
2015,December,Rajasthan,Total,22470,11488285.91,Top places in Rajasthan,Pilgrimage
2015,December,Sikkim,Domestic,52876,39825889.65,Top places in Sikkim,Pilgrimage
2015,December,Tamil Nadu,Domestic,17584,26322344.55,Top places in Tamil Nadu,Business
2015,December,Telangana,International,74628,74544818.75,Top places in Telangana,Business
2015,December,Tripura,Total,22925,23127617.42,Top places in Tripura,Medical
2015,December,Uttar Pradesh,International,99853,57214798.32,Top places in Uttar Pradesh,Business
2015,December,Uttarakhand,Total,82021,71251385.44,Top places in Uttarakhand,Leisure
2015,December,West Bengal,Domestic,20856,11604907.8,Top places in West Bengal,Pilgrimage
2015,December,Delhi,Domestic,33757,28286127.82,Top places in Delhi,Pilgrimage
2015,December,Puducherry,Total,59208,79116159.27,Top places in Puducherry,Education
2015,December,Jammu & Kashmir,Domestic,92149,83649288.05,Top places in Jammu & Kashmir,Medical
2015,December,Ladakh,International,45196,62351586.68,Top places in Ladakh,Education
2015,December,Andaman & Nicobar,Total,34187,46432112.67,Top places in Andaman & Nicobar,Business
2015,December,Chandigarh,Total,25630,18942394.11,Top places in Chandigarh,Education
2015,December,Dadra & Nagar Haveli and Daman & Diu,Domestic,43297,29176728.48,Top places in Dadra & Nagar Haveli and Daman & Diu,Business
2015,December,Lakshadweep,International,79911,77179034.21,Top places in Lakshadweep,Business
2016,January,Andhra Pradesh,Domestic,94725,108363284.7,Top places in Andhra Pradesh,Education
2016,January,Arunachal Pradesh,Domestic,25680,15048827.85,Top places in Arunachal Pradesh,Leisure
2016,January,Assam,International,76712,74824036.28,Top places in Assam,Medical
2016,January,Bihar,International,14431,19621399.9,Top places in Bihar,Medical
2016,January,Chhattisgarh,International,65112,62829315.5,Top places in Chhattisgarh,Medical
2016,January,Goa,Domestic,9277,7761886.72,Top places in Goa,Education
2016,January,Gujarat,Total,37693,48825204.75,Top places in Gujarat,Medical
2016,January,Haryana,Total,49643,46026021.51,Top places in Haryana,Education
2016,January,Himachal Pradesh,International,96086,95908128.62,Top places in Himachal Pradesh,Leisure
2016,January,Jharkhand,Total,54583,52541863.16,Top places in Jharkhand,Pilgrimage
2016,January,Karnataka,Total,6646,7569169.12,Top places in Karnataka,Education
2016,January,Kerala,International,50315,59628144.86,Top places in Kerala,Medical
2016,January,Madhya Pradesh,Total,76197,111283027.3,Top places in Madhya Pradesh,Medical
2016,January,Maharashtra,International,47579,39015139.63,Top places in Maharashtra,Leisure
2016,January,Manipur,Domestic,57601,71474429.55,Top places in Manipur,Leisure
2016,January,Meghalaya,International,15232,10358401.97,Top places in Meghalaya,Education
2016,January,Mizoram,Total,97256,142662993.2,Top places in Mizoram,Leisure
2016,January,Nagaland,Domestic,7498,9187406.59,Top places in Nagaland,Pilgrimage
2016,January,Odisha,Total,23619,34272382.33,Top places in Odisha,Business
2016,January,Punjab,International,37385,22998601.68,Top places in Punjab,Medical
2016,January,Rajasthan,Domestic,38613,29334205.2,Top places in Rajasthan,Business
2016,January,Sikkim,Domestic,81472,67401500.86,Top places in Sikkim,Education
2016,January,Tamil Nadu,Total,14371,10004472.17,Top places in Tamil Nadu,Pilgrimage
2016,January,Telangana,Total,86971,123578881,Top places in Telangana,Leisure
2016,January,Tripura,Domestic,88123,118383926.7,Top places in Tripura,Business
2016,January,Uttar Pradesh,International,55369,43379477.05,Top places in Uttar Pradesh,Medical
2016,January,Uttarakhand,International,67197,37555271.64,Top places in Uttarakhand,Medical
2016,January,West Bengal,Domestic,64287,60827271.82,Top places in West Bengal,Leisure
2016,January,Delhi,Total,31641,28713900.05,Top places in Delhi,Business
2016,January,Puducherry,Domestic,13302,16746602.37,Top places in Puducherry,Medical
2016,January,Jammu & Kashmir,Domestic,66624,97985020.25,Top places in Jammu & Kashmir,Medical
2016,January,Ladakh,Total,98111,80907445.05,Top places in Ladakh,Education
2016,January,Andaman & Nicobar,International,62377,41199155.13,Top places in Andaman & Nicobar,Education
2016,January,Chandigarh,Total,93378,105183955.5,Top places in Chandigarh,Business
2016,January,Dadra & Nagar Haveli and Daman & Diu,Domestic,14170,16017039.27,Top places in Dadra & Nagar Haveli and Daman & Diu,Pilgrimage
2016,January,Lakshadweep,Total,59962,53149536.97,Top places in Lakshadweep,Leisure
2016,February,Andhra Pradesh,Total,46261,66339175.4,Top places in Andhra Pradesh,Pilgrimage
2016,February,Arunachal Pradesh,Domestic,35660,21714789.38,Top places in Arunachal Pradesh,Leisure
2016,February,Assam,International,43869,31911551.6,Top places in Assam,Medical
2016,February,Bihar,International,51024,63085613.27,Top places in Bihar,Education
2016,February,Chhattisgarh,Total,15640,19288383.93,Top places in Chhattisgarh,Pilgrimage
2016,February,Goa,Domestic,95099,50346918.99,Top places in Goa,Pilgrimage
2016,February,Gujarat,Domestic,31846,20413900.65,Top places in Gujarat,Leisure
2016,February,Haryana,Domestic,67216,74774901.55,Top places in Haryana,Leisure
2016,February,Himachal Pradesh,Total,56310,42115431.43,Top places in Himachal Pradesh,Pilgrimage
2016,February,Jharkhand,International,40878,28086122.17,Top places in Jharkhand,Medical
2016,February,Karnataka,International,99491,69921673.95,Top places in Karnataka,Pilgrimage
2016,February,Kerala,Domestic,72564,66987706.3,Top places in Kerala,Pilgrimage
2016,February,Madhya Pradesh,Domestic,23136,29028013.7,Top places in Madhya Pradesh,Business
2016,February,Maharashtra,International,34057,35729523,Top places in Maharashtra,Medical
2016,February,Manipur,International,50375,70613645.45,Top places in Manipur,Leisure
2016,February,Meghalaya,International,7124,6117239.21,Top places in Meghalaya,Medical
2016,February,Mizoram,International,96708,60490755.78,Top places in Mizoram,Medical
2016,February,Nagaland,Total,33078,27106990.44,Top places in Nagaland,Pilgrimage
2016,February,Odisha,Total,82677,85260610.44,Top places in Odisha,Business
2016,February,Punjab,Domestic,81835,105880495.2,Top places in Punjab,Education
2016,February,Rajasthan,International,16117,13473329.45,Top places in Rajasthan,Leisure
2016,February,Sikkim,International,74814,60836188,Top places in Sikkim,Business
2016,February,Tamil Nadu,Total,66077,90624443.86,Top places in Tamil Nadu,Pilgrimage
2016,February,Telangana,Domestic,89120,48223797.19,Top places in Telangana,Education
2016,February,Tripura,Total,39827,58432032.94,Top places in Tripura,Pilgrimage
2016,February,Uttar Pradesh,International,10122,9507561.12,Top places in Uttar Pradesh,Pilgrimage
2016,February,Uttarakhand,International,87339,53926912.35,Top places in Uttarakhand,Pilgrimage
2016,February,West Bengal,Total,27366,37380690.96,Top places in West Bengal,Leisure
2016,February,Delhi,Domestic,95049,53336371.96,Top places in Delhi,Business
2016,February,Puducherry,International,8791,6334344.65,Top places in Puducherry,Business
2016,February,Jammu & Kashmir,Total,78351,79951538.5,Top places in Jammu & Kashmir,Medical
2016,February,Ladakh,Total,27871,36474798.78,Top places in Ladakh,Medical
2016,February,Andaman & Nicobar,Domestic,96416,135755801.6,Top places in Andaman & Nicobar,Medical
2016,February,Chandigarh,Domestic,29672,36085704.62,Top places in Chandigarh,Business
2016,February,Dadra & Nagar Haveli and Daman & Diu,Domestic,63158,77278921.61,Top places in Dadra & Nagar Haveli and Daman & Diu,Pilgrimage
2016,February,Lakshadweep,Total,91658,131651856,Top places in Lakshadweep,Pilgrimage
2016,March,Andhra Pradesh,International,71238,102070123.7,Top places in Andhra Pradesh,Pilgrimage
2016,March,Arunachal Pradesh,International,80634,89872318.21,Top places in Arunachal Pradesh,Pilgrimage
2016,March,Assam,Total,50076,72296304.1,Top places in Assam,Business
2016,March,Bihar,Total,26940,26408861.72,Top places in Bihar,Medical
2016,March,Chhattisgarh,International,77107,113785109.4,Top places in Chhattisgarh,Medical
2016,March,Goa,Total,51274,34747017.68,Top places in Goa,Pilgrimage
2016,March,Gujarat,Total,66330,58316872.32,Top places in Gujarat,Medical
2016,March,Haryana,International,42279,45006320.14,Top places in Haryana,Leisure
2016,March,Himachal Pradesh,Domestic,25066,33240758.41,Top places in Himachal Pradesh,Business
2016,March,Jharkhand,International,12275,15559233.1,Top places in Jharkhand,Medical
2016,March,Karnataka,Total,53953,53845630.17,Top places in Karnataka,Education
2016,March,Kerala,Total,92905,132267727.7,Top places in Kerala,Leisure
2016,March,Madhya Pradesh,International,49336,70455733.33,Top places in Madhya Pradesh,Education
2016,March,Maharashtra,International,10436,7373359.97,Top places in Maharashtra,Pilgrimage
2016,March,Manipur,International,61027,52289933.92,Top places in Manipur,Medical
2016,March,Meghalaya,Total,36023,29642466.74,Top places in Meghalaya,Leisure
2016,March,Mizoram,International,42924,60051525.93,Top places in Mizoram,Pilgrimage
2016,March,Nagaland,Domestic,22162,25821602.93,Top places in Nagaland,Business
2016,March,Odisha,Domestic,6592,3628127.94,Top places in Odisha,Leisure
2016,March,Punjab,International,32403,31491672.91,Top places in Punjab,Leisure
2016,March,Rajasthan,International,83932,78545942.87,Top places in Rajasthan,Education
2016,March,Sikkim,Domestic,44388,24157264.73,Top places in Sikkim,Leisure
2016,March,Tamil Nadu,International,93831,93334014.59,Top places in Tamil Nadu,Education
2016,March,Telangana,Total,85129,111247714,Top places in Telangana,Business
2016,March,Tripura,Total,59376,35281972.3,Top places in Tripura,Pilgrimage
2016,March,Uttar Pradesh,Domestic,51599,54932075.41,Top places in Uttar Pradesh,Business
2016,March,Uttarakhand,Total,35839,34118728.09,Top places in Uttarakhand,Leisure
2016,March,West Bengal,International,21963,28600324.08,Top places in West Bengal,Leisure
2016,March,Delhi,International,5456,5689600.44,Top places in Delhi,Education
2016,March,Puducherry,Total,5974,3108410.65,Top places in Puducherry,Pilgrimage
2016,March,Jammu & Kashmir,Total,65866,90448594.9,Top places in Jammu & Kashmir,Education
2016,March,Ladakh,Total,52430,70178649.79,Top places in Ladakh,Education
2016,March,Andaman & Nicobar,Domestic,56142,70329501.05,Top places in Andaman & Nicobar,Education
2016,March,Chandigarh,International,10485,11496066.75,Top places in Chandigarh,Pilgrimage
2016,March,Dadra & Nagar Haveli and Daman & Diu,Total,13299,7439553.82,Top places in Dadra & Nagar Haveli and Daman & Diu,Education
2016,March,Lakshadweep,International,46786,44823730.41,Top places in Lakshadweep,Education
2016,April,Andhra Pradesh,International,70610,105759546.4,Top places in Andhra Pradesh,Leisure
2016,April,Arunachal Pradesh,Domestic,96896,73897286.88,Top places in Arunachal Pradesh,Business
2016,April,Assam,International,84009,107740537.6,Top places in Assam,Business
2016,April,Bihar,International,59214,38064761.69,Top places in Bihar,Business
2016,April,Chhattisgarh,Total,6006,4213815.36,Top places in Chhattisgarh,Leisure
2016,April,Goa,International,17394,19024214.17,Top places in Goa,Pilgrimage
2016,April,Gujarat,International,92312,71646457.39,Top places in Gujarat,Business
2016,April,Haryana,Domestic,71583,53366807.2,Top places in Haryana,Education
2016,April,Himachal Pradesh,Domestic,6673,8041615.16,Top places in Himachal Pradesh,Education
2016,April,Jharkhand,Total,55675,68857694.44,Top places in Jharkhand,Education
2016,April,Karnataka,Domestic,91525,114022257.9,Top places in Karnataka,Education
2016,April,Kerala,International,67131,94329039.83,Top places in Kerala,Business
2016,April,Madhya Pradesh,International,35759,33097627.77,Top places in Madhya Pradesh,Pilgrimage
2016,April,Maharashtra,Total,42547,33562384.53,Top places in Maharashtra,Education
2016,April,Manipur,International,44906,32984304.48,Top places in Manipur,Leisure
2016,April,Meghalaya,International,72115,36148983.29,Top places in Meghalaya,Medical
2016,April,Mizoram,International,17581,15760247.11,Top places in Mizoram,Business
2016,April,Nagaland,International,58860,53962857.46,Top places in Nagaland,Medical
2016,April,Odisha,International,21218,31583818,Top places in Odisha,Leisure
2016,April,Punjab,Domestic,22377,13461698.18,Top places in Punjab,Education
2016,April,Rajasthan,Domestic,85732,109247184.4,Top places in Rajasthan,Education
